content,publish_time,like_count,comment_count,platform,brand,product,campaign,source_type,risk_label
姐妹们，客服解释成分很专业，售后响应也快，这点比竞品体验好。我是屏障受损肌，小样试用后入正装，空瓶半瓶后，希望品牌补充适用人群说明。,2026-05-31 14:39:00,100,12,B站,竞品A,温和洁面乳,达人测评,电商评价,正向口碑
测评后感觉，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。大家怎么看？我是屏障受损肌，小样试用后入正装，空瓶半瓶后，希望品牌补充适用人群说明。,2026-05-27 03:22:00,134,5,抖音,竞品B,早C晚A精华套装,618大促,达人笔记,价格价值争议
用了几天，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。不建议盲买。我是屏障受损肌，达人链接下单，用了2次，后续上妆状态变化很大。,2026-05-28 01:48:00,68,22,天猫评价,NewBrand,早C晚A精华套装,新品上市,用户评论,达人内容质疑
说实话，用了三天爆痘，停用后才慢慢好，不敢继续用了。还会继续观察。我是干敏皮，大促囤货，连续用了3天，和同价位竞品对比差异明显。,2026-05-31 22:58:00,71,66,小红书,NewBrand,屏障修护面霜,新品上市,电商评价,产品质量风险
说实话，活动价还可以，套装搭配合理，适合第一次尝试这个系列。大家怎么看？我是外油内干，小样试用后入正装，用了2次，客服回复会直接影响我是否复购。,2026-05-26 20:00:00,15,1,京东评价,竞品A,温和洁面乳,敏感肌种草,用户评论,正向口碑
说实话，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是外油内干，直播间入手，早晚用了4天，大促期间看到很多类似反馈。,2026-05-28 21:25:00,84,11,京东评价,竞品A,早C晚A精华套装,夏季修护专题,用户评论,广告承诺争议
说实话，早C晚A精华套装肤感还可以，但功效需要再观察，暂时没有特别惊喜。大家怎么看？我是外油内干，直播间入手，用了2次，和同价位竞品对比差异明显。,2026-05-27 14:34:00,21,12,京东评价,NewBrand,早C晚A精华套装,618大促,话题讨论,中性观察
说实话，用了光感修护精华液之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。不建议盲买。我是外油内干，达人链接下单，连续用了3天，客服回复会直接影响我是否复购。,2026-05-26 15:46:00,117,2,抖音,NewBrand,光感修护精华液,新品上市,短视频评论,售后体验不满
姐妹们，活动价还可以，套装搭配合理，适合第一次尝试这个系列。还会继续观察。我是外油内干，旗舰店买的，用了1周，鼻翼和脸颊反应最明显。,2026-05-26 22:37:00,64,9,微博,竞品A,光感修护精华液,达人测评,话题讨论,正向口碑
用了几天，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。大家怎么看？我是沙漠干皮，旗舰店买的，用了2次，鼻翼和脸颊反应最明显。,2026-05-28 22:33:00,104,3,小红书,NewBrand,屏障修护面霜,达人测评,短视频评论,售后体验不满
说实话，用了早C晚A精华套装之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是混油皮，大促囤货，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-29 22:05:00,374,30,小红书,竞品C,早C晚A精华套装,新品上市,短视频评论,价格价值争议
姐妹们，温和洁面乳肤感还可以，但功效需要再观察，暂时没有特别惊喜。还会继续观察。我是屏障受损肌，朋友推荐后购买，用了2次，评论区反馈分化很明显。,2026-05-31 03:46:00,32,1,京东评价,竞品C,温和洁面乳,新品上市,电商评价,中性观察
测评后感觉，保湿和提亮都比较自然，不是那种立刻假白的效果。还会继续观察。我是痘肌，小样试用后入正装，早晚用了4天，鼻翼和脸颊反应最明显。,2026-05-30 10:16:00,47,7,微博,NewBrand,早C晚A精华套装,618大促,话题讨论,正向口碑
用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是外油内干，小样试用后入正装，刚上脸10分钟，希望品牌补充适用人群说明。,2026-05-26 13:05:00,110,30,微博,NewBrand,屏障修护面霜,达人测评,达人笔记,价格价值争议
测评后感觉，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是正常偏干，朋友推荐后购买，连续用了3天，后续上妆状态变化很大。,2026-05-27 03:48:00,260,24,京东评价,NewBrand,屏障修护面霜,敏感肌种草,话题讨论,售后体验不满
说实话，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。希望品牌给个明确说明。我是沙漠干皮，旗舰店买的，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-05-30 09:00:00,166,43,抖音,竞品C,屏障修护面霜,敏感肌种草,电商评价,达人内容质疑
测评后感觉，竞品最近也在推类似概念，想看更真实的横评对比。不建议盲买。我是屏障受损肌，小样试用后入正装，连续用了3天，后续上妆状态变化很大。,2026-05-28 03:55:00,96,34,抖音,竞品B,光感修护精华液,618大促,达人笔记,中性观察
测评后感觉，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。还会继续观察。我是沙漠干皮，达人链接下单，用了1周，和同价位竞品对比差异明显。,2026-05-31 17:03:00,127,0,抖音,竞品A,早C晚A精华套装,敏感肌种草,短视频评论,产品质量风险
说实话，成分表看起来偏修护，敏感肌最好先做局部测试。希望品牌给个明确说明。我是痘肌，大促囤货，刚上脸10分钟，客服回复会直接影响我是否复购。,2026-05-27 00:43:00,54,5,京东评价,NewBrand,屏障修护面霜,新品上市,用户评论,中性观察
说实话，活动价还可以，套装搭配合理，适合第一次尝试这个系列。我是痘肌，大促囤货，用了2次，这个点对敏感肌很关键。,2026-05-29 17:34:00,65,22,京东评价,竞品A,屏障修护面霜,敏感肌种草,短视频评论,正向口碑
说实话，如果后续能补充第三方检测和适用人群说明，会更放心。我是痘肌，小样试用后入正装，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-30 06:23:00,16,6,天猫评价,NewBrand,舒缓保湿面膜,达人测评,短视频评论,中性观察
测评后感觉，光感修护精华液肤感还可以，但功效需要再观察，暂时没有特别惊喜。希望品牌给个明确说明。我是油敏皮，朋友推荐后购买，用了1周，后续上妆状态变化很大。,2026-05-26 16:54:00,27,5,京东评价,竞品B,光感修护精华液,618大促,用户评论,中性观察
连续用了一周，早C晚A精华套装对换季干燥有改善，修护感很明显。希望品牌给个明确说明。我是痘肌，达人链接下单，连续用了3天，希望品牌补充适用人群说明。,2026-05-29 18:39:00,23,1,天猫评价,NewBrand,早C晚A精华套装,夏季修护专题,话题讨论,正向口碑
姐妹们，如果后续能补充第三方检测和适用人群说明，会更放心。希望品牌给个明确说明。我是干敏皮，小样试用后入正装，用了2次，鼻翼和脸颊反应最明显。,2026-05-31 11:51:00,22,2,京东评价,NewBrand,早C晚A精华套装,618大促,用户评论,中性观察
用了几天，保湿和提亮都比较自然，不是那种立刻假白的效果。我是正常偏干，达人链接下单，用了2次，鼻翼和脸颊反应最明显。,2026-05-30 04:29:00,64,20,抖音,NewBrand,舒缓保湿面膜,达人测评,短视频评论,正向口碑
姐妹们，成分表看起来偏修护，敏感肌最好先做局部测试。希望品牌给个明确说明。我是干敏皮，达人链接下单，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-25 21:00:00,13,0,抖音,竞品B,舒缓保湿面膜,敏感肌种草,短视频评论,中性观察
姐妹们，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。大家怎么看？我是沙漠干皮，达人链接下单，刚上脸10分钟，评论区反馈分化很明显。,2026-05-26 01:18:00,141,9,抖音,竞品A,光感修护精华液,敏感肌种草,电商评价,产品质量风险
姐妹们，连续用了一周，光感修护精华液对换季干燥有改善，修护感很明显。我是外油内干，小样试用后入正装，早晚用了4天，大促期间看到很多类似反馈。,2026-05-31 12:50:00,28,12,微博,NewBrand,光感修护精华液,敏感肌种草,电商评价,正向口碑
说实话，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。还会继续观察。我是混油皮，朋友推荐后购买，用了1周，后续上妆状态变化很大。,2026-05-24 13:10:00,114,39,小红书,NewBrand,舒缓保湿面膜,敏感肌种草,电商评价,价格价值争议
测评后感觉，客服一直让我再观察，没有给明确处理方案，售后体验真的差。大家怎么看？我是屏障受损肌，小样试用后入正装，空瓶半瓶后，评论区反馈分化很明显。,2026-05-24 20:36:00,73,10,小红书,NewBrand,光感修护精华液,敏感肌种草,达人笔记,广告承诺争议
姐妹们，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。还会继续观察。我是正常偏干，小样试用后入正装，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-24 14:10:00,107,9,京东评价,NewBrand,早C晚A精华套装,618大促,短视频评论,售后体验不满
姐妹们，看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。我是混油皮，小样试用后入正装，连续用了3天，大促期间看到很多类似反馈。,2026-05-28 20:54:00,20,6,天猫评价,NewBrand,温和洁面乳,敏感肌种草,短视频评论,中性观察
测评后感觉，达人测评没有夸张，实际使用确实温和，油皮也能接受。希望品牌给个明确说明。我是油敏皮，朋友推荐后购买，用了2次，鼻翼和脸颊反应最明显。,2026-05-28 01:02:00,79,3,小红书,竞品B,屏障修护面霜,达人测评,用户评论,正向口碑
姐妹们，看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。不建议盲买。我是油敏皮，朋友推荐后购买，用了2次，大促期间看到很多类似反馈。,2026-05-25 12:20:00,42,1,小红书,竞品C,早C晚A精华套装,618大促,电商评价,中性观察
说实话，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。希望品牌给个明确说明。我是沙漠干皮，旗舰店买的，用了1周，和同价位竞品对比差异明显。,2026-05-26 04:34:00,157,38,抖音,NewBrand,光感修护精华液,618大促,用户评论,价格价值争议
测评后感觉，活动价还可以，套装搭配合理，适合第一次尝试这个系列。大家怎么看？我是油敏皮，旗舰店买的，刚上脸10分钟，这个点对敏感肌很关键。,2026-05-25 07:43:00,116,2,天猫评价,NewBrand,舒缓保湿面膜,618大促,达人笔记,正向口碑
测评后感觉，成分表看起来偏修护，敏感肌最好先做局部测试。不建议盲买。我是沙漠干皮，小样试用后入正装，早晚用了4天，大促期间看到很多类似反馈。,2026-05-29 11:07:00,1,5,小红书,NewBrand,早C晚A精华套装,达人测评,短视频评论,中性观察
说实话，客服一直让我再观察，没有给明确处理方案，售后体验真的差。大家怎么看？我是痘肌，小样试用后入正装，用了2次，后续上妆状态变化很大。,2026-05-25 04:52:00,80,13,天猫评价,NewBrand,屏障修护面霜,达人测评,话题讨论,售后体验不满
光感修护精华液肤感还可以，但功效需要再观察，暂时没有特别惊喜。希望品牌给个明确说明。我是混油皮，达人链接下单，刚上脸10分钟，后续上妆状态变化很大。,2026-05-30 13:09:00,85,6,抖音,NewBrand,光感修护精华液,达人测评,话题讨论,中性观察
说实话，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。还会继续观察。我是正常偏干，达人链接下单，连续用了3天，这个点对敏感肌很关键。,2026-05-24 09:11:00,31,11,天猫评价,竞品A,温和洁面乳,夏季修护专题,短视频评论,广告承诺争议
测评后感觉，成分表看起来偏修护，敏感肌最好先做局部测试。我是干敏皮，大促囤货，刚上脸10分钟，希望品牌补充适用人群说明。,2026-05-25 11:13:00,38,7,微博,NewBrand,温和洁面乳,新品上市,达人笔记,中性观察
测评后感觉，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。希望品牌给个明确说明。我是正常偏干，达人链接下单，用了1周，鼻翼和脸颊反应最明显。,2026-05-29 03:49:00,45,9,天猫评价,NewBrand,早C晚A精华套装,达人测评,电商评价,售后体验不满
测评后感觉，这次光感修护精华液真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。我是沙漠干皮，大促囤货，空瓶半瓶后，和同价位竞品对比差异明显。,2026-06-01 07:42:00,75,18,抖音,NewBrand,光感修护精华液,达人测评,短视频评论,正向口碑
用了几天，连续用了一周，光感修护精华液对换季干燥有改善，修护感很明显。还会继续观察。我是干敏皮，达人链接下单，用了1周，希望品牌补充适用人群说明。,2026-05-30 17:31:00,118,19,微博,NewBrand,光感修护精华液,敏感肌种草,达人笔记,正向口碑
姐妹们，竞品最近也在推类似概念，想看更真实的横评对比。不建议盲买。我是混油皮，直播间入手，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-26 23:59:00,50,0,B站,竞品A,温和洁面乳,618大促,话题讨论,中性观察
测评后感觉，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。还会继续观察。我是外油内干，达人链接下单，刚上脸10分钟，和同价位竞品对比差异明显。,2026-05-24 21:34:00,36,14,抖音,NewBrand,舒缓保湿面膜,达人测评,话题讨论,广告承诺争议
姐妹们，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。希望品牌给个明确说明。我是沙漠干皮，大促囤货，用了1周，希望品牌补充适用人群说明。,2026-05-30 08:42:00,72,14,B站,NewBrand,早C晚A精华套装,敏感肌种草,短视频评论,售后体验不满
连续用了一周，屏障修护面霜对换季干燥有改善，修护感很明显。大家怎么看？我是痘肌，朋友推荐后购买，用了1周，大促期间看到很多类似反馈。,2026-05-30 00:50:00,41,5,天猫评价,NewBrand,屏障修护面霜,敏感肌种草,达人笔记,正向口碑
说实话，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。不建议盲买。我是干敏皮，大促囤货，早晚用了4天，大促期间看到很多类似反馈。,2026-05-31 01:06:00,97,53,抖音,NewBrand,屏障修护面霜,夏季修护专题,用户评论,价格价值争议
测评后感觉，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。大家怎么看？我是正常偏干，大促囤货，刚上脸10分钟，后续上妆状态变化很大。,2026-05-27 07:14:00,76,3,微博,NewBrand,舒缓保湿面膜,敏感肌种草,用户评论,中性观察
测评后感觉，包装设计挺好看，但更关心长期使用后的稳定性。还会继续观察。我是屏障受损肌，达人链接下单，早晚用了4天，评论区反馈分化很明显。,2026-05-25 10:19:00,33,15,天猫评价,NewBrand,光感修护精华液,敏感肌种草,达人笔记,中性观察
姐妹们，包装设计挺好看，但更关心长期使用后的稳定性。还会继续观察。我是干敏皮，小样试用后入正装，用了1周，和同价位竞品对比差异明显。,2026-05-31 11:40:00,17,4,小红书,NewBrand,早C晚A精华套装,夏季修护专题,话题讨论,中性观察
用了几天，用了三天爆痘，停用后才慢慢好，不敢继续用了。还会继续观察。我是油敏皮，大促囤货，刚上脸10分钟，后续上妆状态变化很大。,2026-05-25 06:57:00,49,68,小红书,NewBrand,早C晚A精华套装,新品上市,话题讨论,价格价值争议
客服一直让我再观察，没有给明确处理方案，售后体验真的差。希望品牌给个明确说明。我是外油内干，小样试用后入正装，用了2次，后续上妆状态变化很大。,2026-05-29 21:47:00,191,3,天猫评价,竞品C,光感修护精华液,达人测评,达人笔记,价格价值争议
看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。我是沙漠干皮，直播间入手，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-28 08:07:00,53,9,小红书,NewBrand,温和洁面乳,新品上市,用户评论,中性观察
用了三天爆痘，停用后才慢慢好，不敢继续用了。还会继续观察。我是正常偏干，直播间入手，用了2次，大促期间看到很多类似反馈。,2026-05-28 22:59:00,149,10,天猫评价,竞品B,光感修护精华液,新品上市,达人笔记,价格价值争议
连续用了一周，舒缓保湿面膜对换季干燥有改善，修护感很明显。我是混油皮，直播间入手，用了1周，客服回复会直接影响我是否复购。,2026-05-27 01:46:00,14,5,天猫评价,竞品B,舒缓保湿面膜,618大促,短视频评论,正向口碑
测评后感觉，活动价还可以，套装搭配合理，适合第一次尝试这个系列。我是痘肌，旗舰店买的，连续用了3天，希望品牌补充适用人群说明。,2026-05-25 00:45:00,21,4,小红书,NewBrand,屏障修护面霜,敏感肌种草,用户评论,正向口碑
买的套装里小样快过期，包装还压坏了，活动体验很糟糕。还会继续观察。我是沙漠干皮，直播间入手，用了2次，大促期间看到很多类似反馈。,2026-05-25 08:12:00,44,9,微博,竞品A,光感修护精华液,达人测评,电商评价,产品质量风险
姐妹们，用了三天爆痘，停用后才慢慢好，不敢继续用了。大家怎么看？我是油敏皮，大促囤货，连续用了3天，鼻翼和脸颊反应最明显。,2026-05-29 01:30:00,46,4,天猫评价,NewBrand,早C晚A精华套装,618大促,用户评论,价格价值争议
早C晚A精华套装肤感还可以，但功效需要再观察，暂时没有特别惊喜。希望品牌给个明确说明。我是油敏皮，旗舰店买的，用了1周，这个点对敏感肌很关键。,2026-05-25 09:24:00,13,5,天猫评价,竞品C,早C晚A精华套装,新品上市,电商评价,中性观察
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。还会继续观察。我是痘肌，朋友推荐后购买，用了2次，后续上妆状态变化很大。,2026-05-25 03:27:00,31,9,京东评价,竞品A,温和洁面乳,夏季修护专题,达人笔记,产品质量风险
用了几天，竞品A这次活动力度一般，赠品多但主品价格没有太大优势。希望品牌给个明确说明。我是沙漠干皮，直播间入手，用了1周，大促期间看到很多类似反馈。,2026-06-01 06:50:00,107,2,微博,竞品A,光感修护精华液,敏感肌种草,用户评论,中性观察
测评后感觉，达人测评没有夸张，实际使用确实温和，油皮也能接受。希望品牌给个明确说明。我是痘肌，旗舰店买的，用了2次，和同价位竞品对比差异明显。,2026-05-28 07:33:00,28,1,天猫评价,NewBrand,屏障修护面霜,新品上市,用户评论,正向口碑
姐妹们，活动价还可以，套装搭配合理，适合第一次尝试这个系列。希望品牌给个明确说明。我是油敏皮，旗舰店买的，用了2次，这个点对敏感肌很关键。,2026-05-29 18:59:00,70,10,小红书,NewBrand,光感修护精华液,敏感肌种草,话题讨论,正向口碑
姐妹们，竞品B这波新品包装和肤感都比以前细腻，吸收快，味道也克制。大家怎么看？我是油敏皮，旗舰店买的，用了2次，后续上妆状态变化很大。,2026-05-26 22:25:00,28,22,微博,竞品B,屏障修护面霜,夏季修护专题,话题讨论,正向口碑
说实话，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。还会继续观察。我是屏障受损肌，达人链接下单，用了1周，评论区反馈分化很明显。,2026-05-27 06:56:00,182,7,B站,竞品A,光感修护精华液,新品上市,达人笔记,售后体验不满
姐妹们，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是屏障受损肌，大促囤货，连续用了3天，希望品牌补充适用人群说明。,2026-05-25 15:03:00,96,9,京东评价,竞品A,舒缓保湿面膜,敏感肌种草,用户评论,产品质量风险
姐妹们，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是屏障受损肌，朋友推荐后购买，用了1周，和同价位竞品对比差异明显。,2026-05-28 14:52:00,27,12,天猫评价,NewBrand,舒缓保湿面膜,新品上市,达人笔记,广告承诺争议
说实话，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。希望品牌给个明确说明。我是屏障受损肌，小样试用后入正装，用了1周，后续上妆状态变化很大。,2026-05-25 03:51:00,154,11,抖音,竞品C,光感修护精华液,敏感肌种草,用户评论,广告承诺争议
姐妹们，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。我是痘肌，小样试用后入正装，用了1周，评论区反馈分化很明显。,2026-05-27 00:25:00,176,20,京东评价,竞品B,舒缓保湿面膜,夏季修护专题,电商评价,价格价值争议
说实话，连续用了一周，舒缓保湿面膜对换季干燥有改善，修护感很明显。不建议盲买。我是痘肌，达人链接下单，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-30 13:54:00,17,16,天猫评价,竞品A,舒缓保湿面膜,618大促,用户评论,正向口碑
测评后感觉，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。大家怎么看？我是油敏皮，朋友推荐后购买，空瓶半瓶后，希望品牌补充适用人群说明。,2026-05-26 16:36:00,47,21,京东评价,NewBrand,早C晚A精华套装,夏季修护专题,达人笔记,售后体验不满
说实话，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。大家怎么看？我是外油内干，达人链接下单，刚上脸10分钟，和同价位竞品对比差异明显。,2026-05-27 15:45:00,65,97,京东评价,NewBrand,屏障修护面霜,新品上市,短视频评论,价格价值争议
买的套装里小样快过期，包装还压坏了，活动体验很糟糕。大家怎么看？我是混油皮，大促囤货，连续用了3天，评论区反馈分化很明显。,2026-05-26 07:48:00,106,15,天猫评价,NewBrand,舒缓保湿面膜,新品上市,电商评价,价格价值争议
说实话，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。还会继续观察。我是油敏皮，朋友推荐后购买，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-25 15:59:00,110,7,天猫评价,NewBrand,早C晚A精华套装,新品上市,短视频评论,正向口碑
用了几天，竞品A这波新品包装和肤感都比以前细腻，吸收快，味道也克制。大家怎么看？我是沙漠干皮，大促囤货，刚上脸10分钟，希望品牌补充适用人群说明。,2026-05-31 15:35:00,143,4,天猫评价,竞品A,温和洁面乳,618大促,达人笔记,正向口碑
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。希望品牌给个明确说明。我是沙漠干皮，达人链接下单，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-30 00:03:00,160,69,小红书,NewBrand,屏障修护面霜,敏感肌种草,电商评价,达人内容质疑
用了几天，客服一直让我再观察，没有给明确处理方案，售后体验真的差。我是外油内干，达人链接下单，连续用了3天，鼻翼和脸颊反应最明显。,2026-05-24 14:29:00,160,0,小红书,NewBrand,温和洁面乳,敏感肌种草,短视频评论,售后体验不满
说实话，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。我是混油皮，旗舰店买的，用了2次，鼻翼和脸颊反应最明显。,2026-05-28 20:38:00,36,6,天猫评价,NewBrand,舒缓保湿面膜,新品上市,用户评论,正向口碑
测评后感觉，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。大家怎么看？我是屏障受损肌，直播间入手，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-26 06:42:00,147,49,京东评价,竞品B,光感修护精华液,夏季修护专题,达人笔记,售后体验不满
用了几天，如果后续能补充第三方检测和适用人群说明，会更放心。不建议盲买。我是油敏皮，达人链接下单，用了1周，后续上妆状态变化很大。,2026-05-30 22:35:00,31,2,京东评价,NewBrand,温和洁面乳,夏季修护专题,短视频评论,中性观察
测评后感觉，达人测评没有夸张，实际使用确实温和，油皮也能接受。我是屏障受损肌，直播间入手，刚上脸10分钟，这个点对敏感肌很关键。,2026-05-25 17:03:00,15,4,京东评价,NewBrand,早C晚A精华套装,达人测评,电商评价,正向口碑
